,Name,Recoil %,Ergonomics,Accuracy,Muzzle Velocity,sight,Mag,Icon
729,,M1A Archangel stock,-38,+32,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/95/Archangelstockicon.png/revision/latest/scale-to-width-down/190?cb=20180530001246
730,,M14 M14ALCS(MOD. 0) stock,-9,+18,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/09/M14alcsstockicon.png/revision/latest/scale-to-width-down/190?cb=20180522000301
731,,M14 M14ALCS(MOD. 0) stock (buttstock),-30,+17,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/3e/M14alcsbuttstockicon.png/revision/latest/scale-to-width-down/127?cb=20180522003434
732,,LEO stock adapter for M870,-2,+10,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c8/Leom870icon.png/revision/latest/scale-to-width-down/127?cb=20180513141439
733,,MC 20-01 stock,-38,+7,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7e/Tozfullsizestockicon.png/revision/latest/scale-to-width-down/253?cb=20180513141446
734,,Regular Mosin rifle stock,-29,+5,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b7/Mosin_Stock_Icon.png/revision/latest/scale-to-width-down/253?cb=20180919103013
735,,LMT Sopmod stock,-29,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/ad/LMTSopmodStockIcon.png/revision/latest/scale-to-width-down/127?cb=20180513141641
736,,Troy S.A.S.S. Chassis stock for M14,-10,+28,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/61/S.a.s.sm14icon.png/revision/latest/scale-to-width-down/190?cb=20180521033222
737,,AKM/AK-74 PT Lock,,,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/60/AKM_AK-74N_PT_Lock_icon.png/revision/latest/scale-to-width-down/64?cb=20180721211414
738,,AK74/AK100 PT Lock,,,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/ab/Ptlockicon.png/revision/latest/scale-to-width-down/64?cb=20180728185006
739,,Polymer stock for AK-74M (6P34 Sb.15),-32,+5,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/68/6p45sb15icon.png/revision/latest/scale-to-width-down/127?cb=20180506164438
740,,Izhmash shoulder piece for AKMSN (6P4 Sb.1-19),-30,+9,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/4b/6p4nsb.1-19icon.png/revision/latest/scale-to-width-down/127?cb=20180506163815
741,,IzhMash metal stock for AKS-74 (6P21 Sb.5),-30,+10,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/07/6p21sb.5.png/revision/latest/scale-to-width-down/127?cb=20180506163804
742,,M1A Socom 16 stock,-35,+20,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f4/Socom16stockicon.png/revision/latest/scale-to-width-down/190?cb=20180506170109
743,,Fab Defence GL Shock Stock,-29,+13,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/0b/Glshockstockicon.png/revision/latest/scale-to-width-down/127?cb=20180530001414
744,,MOE Carbine stock,-30,+8,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/87/MOE_Stock_Icon.gif/revision/latest/scale-to-width-down/127?cb=20180805205028
745,,HK A2 Stock,-34,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/65/Hka2stockicon.png/revision/latest/scale-to-width-down/127?cb=20180326123509
746,,Magpul Rubber Butt-Pad for Carbine stock series,-3,+2,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7d/M4buttpadicon.png/revision/latest/scale-to-width-down/64?cb=20190517104445
747,,TOZ stock for TOZ-106,-34,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/2a/Tozstockicon.png/revision/latest/scale-to-width-down/253?cb=20180326123529
748,,HK A3 old stock model,-33,+7,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/19/Hka3stock.png/revision/latest/scale-to-width-down/127?cb=20190709183333
749,,Magpul PRS GEN2 FDE stock,-34,+2,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c1/Prsgen2icon.png/revision/latest/scale-to-width-down/127?cb=20180326123518
750,,High Standard M4SS Stock,-27,+4,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d8/Standardm4ssstockicon.png/revision/latest/scale-to-width-down/127?cb=20200510213103
751,,ME adapter for AK,-2,-1,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f6/Me4icon.png/revision/latest/scale-to-width-down/64?cb=20190603205644
752,,Izhmash shoulder piece for AKMS (6P4 Sb.1-19),-30,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5a/Akmsstock.png/revision/latest/scale-to-width-down/127?cb=20180326123503
753,,UBR GEN2 stock,-33,+7,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7b/UBR_GEN2_Icon.gif/revision/latest/scale-to-width-down/127?cb=20180805213602
754,,AKS-74/AKS-74U PT Lock,,,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6e/PT74SIcon.png/revision/latest/scale-to-width-down/64?cb=20180728185017
755,,Izhmash SOK-12 AK type stock,-34,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e7/Saiga12stockicon.png/revision/latest/scale-to-width-down/127?cb=20180326123522
756,,MFT BUS Stock,-32,+2,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/10/Busstockicon.png/revision/latest/scale-to-width-down/127?cb=20180326123506
757,,"Zenit PT-3 ""Klassika"" stock",-38,+11,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/4f/Pt3stockicon.png/revision/latest/scale-to-width-down/127?cb=20190517213245
758,,"Zenit PT-1 ""Klassika"" stock",-37,+9,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/3d/Zenit_PT-1_Klassika_stock_icon.png/revision/latest/scale-to-width-down/127?cb=20180721205715
759,,Molot wooden VPO-136 stock,-33,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7a/Vpo136sstockicon.png/revision/latest/scale-to-width-down/127?cb=20190517230328
760,,Izhmash metal stock for AKS-74U (6P26 Sb.5),-30,+10,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d2/Aksustockicon.png/revision/latest/scale-to-width-down/127?cb=20180326123504
761,,Wooden stock for Molot OP-SKS,-15,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6c/Sksstocklightwood.png/revision/latest/scale-to-width-down/253?cb=20180326123527
762,,Izhmash wooden AKM stock (6P1 Sb.5),-33,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/34/6p1sb5icon.png/revision/latest/scale-to-width-down/127?cb=20180326123459
763,,Wooden stock 56-A-231 Sb.5,-15,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/31/Sksstockdarkwood.png/revision/latest/scale-to-width-down/253?cb=20180326123526
764,,Izhmash polymer AK-74 stock (6P20 Sb.7),-32,+5,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/02/Izhmash_polymer_AK-74_stock_icon.gif/revision/latest/scale-to-width-down/127?cb=20200325214530
765,,TSNIITochMash VSS Vintorez stock,-33,+15,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/32/Vssstockicon.png/revision/latest/scale-to-width-down/127?cb=20180326124136
766,,Plastic pistol grip for MP-133/153,-9,+11,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/32/Shottypistolgripstockicon.png/revision/latest/scale-to-width-down/64?cb=20200620112217
767,,TSNIITochMash AS VAL stock,-30,+8,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f8/Valstockicon.png/revision/latest/scale-to-width-down/127?cb=20180326123531
768,,APB detachable wire stock,-38,,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/4d/Apbstockicon.png/revision/latest/scale-to-width-down/64?cb=20180506165101
769,,SIG retractable stock pipe adapter,,-2,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/1c/Mpxadaptericon.png/revision/latest/scale-to-width-down/64?cb=20180326123515
770,,Troy M7A1 PDW stock,-26,+18,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/da/M7A1_Icon.gif/revision/latest/scale-to-width-down/127?cb=20181006190331
771,,Armacon Baskak stock,-35,+2,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/51/Baskakstockicon.png/revision/latest/scale-to-width-down/127?cb=20180326123505
772,,Wooden stock for MP-133/153,-34,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/dd/Shottywoodenstockicon.png/revision/latest/scale-to-width-down/127?cb=20190916211840
773,,Early produced SIG collapsing/telescoping MCX/MPX stock,-26,+17,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b2/Mpxstockicon.png/revision/latest/scale-to-width-down/127?cb=20190915020950
774,,Plastic stock for MP-133/153,-34,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/ce/Shottyplasticstock.png/revision/latest/scale-to-width-down/127?cb=20180326123524
775,,Recoil pad from GP-25 for AK Accessory Kit,-5,+2,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/eb/Akbuttpadicon.png/revision/latest/scale-to-width-down/64?cb=20180326123502
776,,"COLT ""A2"" buffer tube",-2,,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f6/Ca2buffertubeicon.png/revision/latest/scale-to-width-down/127?cb=20180326123506
777,,LOBAEV Arms Stock,-35,+12,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/29/Dvlstockicon.png/revision/latest/scale-to-width-down/127?cb=20180326123508
778,,Molot wooden VPO-209 stock,-33,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/24/Vpo209stockicon.png/revision/latest/scale-to-width-down/127?cb=20190517230340
779,,Colt buffer tube,-1,,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6b/Cstbuffertubeicon.png/revision/latest/scale-to-width-down/127?cb=20190603205650
780,,Izhmash wooden AK-74 stock (6P20 Sb.5),-33,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5e/6p20sb5icon.png/revision/latest/scale-to-width-down/127?cb=20210130162812
781,,Metal Izhmash stock for PP-19-01,-34,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a1/Pp19stockicon.png/revision/latest/scale-to-width-down/127?cb=20180326123517
782,,SGA stock for M870,-42,+10,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/12/M870stockmagpulicon.png/revision/latest/scale-to-width-down/127?cb=20180530001206
783,,Remington SPS Polymer stock for M870,-34,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/0f/Remingtom_SPS_polymer_stock_for_M870_icon.png/revision/latest/scale-to-width-down/127?cb=20180506170337
784,,Raptor grip for M870,-9,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/4e/Raptoricon.png/revision/latest/scale-to-width-down/64?cb=20180506165920
785,,Tapco INTRAFUSE Stock for SKS,-5,+17,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d6/Tapco_intrafuse_icon.png/revision/latest/scale-to-width-down/190?cb=20180727181045
786,,Fab Defense UAS for AK,-38,+16,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/23/UASAK_Icon.png/revision/latest/scale-to-width-down/127?cb=20180727191823
787,,FN P90 stock,-9,+26,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/08/FN_P90_stock_icon.png/revision/latest/scale-to-width-down/190?cb=20200213210731
788,,FN PS90 stock,-9,+26,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/05/FN_PS90_stock_icon.jpg/revision/latest/scale-to-width-down/190?cb=20191116064954
789,,FN Butt pad for P90,-3,+2,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/93/FN_Butt_pad_for_P90_icon.png/revision/latest/scale-to-width-down/64?cb=20200213210758
790,,Damage Industries Butt-pad for P90,-5,+2,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7c/Damage_Industries_Butt-pad_for_P90_icon.png/revision/latest/scale-to-width-down/64?cb=20200213210753
791,,M700 MOD X Gen.3 stock,-9,+13,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/de/M700_MOD_X_Gen3_stock_icon.png/revision/latest/scale-to-width-down/127?cb=20191120044936
792,,Buffer tube side folder adapter for M700,,-1,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b8/Buffer_tube_side_folder_adapter_for_M700_icon.png/revision/latest/scale-to-width-down/64?cb=20200213210808
793,,Magpul PRO 700 chassis,-7,+22,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/0b/Pro700Chassis_icon.png/revision/latest/scale-to-width-down/190?cb=20191109014241
794,,PRO 700 folding stock,-25,+20,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e4/Pro700Stock_icon.png/revision/latest/scale-to-width-down/127?cb=20191109014241
795,,Promag Archangel polymer stock for M700,-36,+28,+3,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/cb/Promag_Archangel_polymer_stock_for_M700_icon.png/revision/latest/scale-to-width-down/190?cb=20200209203805
796,,CAA AKTS AK-74 Buffer Tube for AK and compatible,-3,-1,,,,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/13/AKTS_icon.png/revision/latest/scale-to-width-down/127?cb=20200203142106
797,,CAA AKTS AK-74 Buffer Tube for AK and compatible (foldable),-3,-1,,,,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7c/CAA_AKTS_AK-74_Buffer_Tube_for_AK_%28foldable%29_icon.png/revision/latest/scale-to-width-down/127?cb=20200203140649
798,,Fab Defence UAS Stock for SKS,-38,+15,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7b/Fab_Defence_UAS_Stock_for_SKS_icon.png/revision/latest/scale-to-width-down/190?cb=20200213210821
799,,Double Star Ace Socom gen.4 stock for AR-15,-32,+4,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/97/Double_Star_Ace_Socom_gen.4_stock_for_AR-15_icon.jpg/revision/latest/scale-to-width-down/127?cb=20191115230327
800,,Double Star recoil pad 0.5 for ACE stock series,-3,+2,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e3/Double_Star_recoil_pad_0_5_for_ACE_stock_series_icon.png/revision/latest/scale-to-width-down/64?cb=20200213210843
801,,Magpul CTR Carbine stock,-32,+10,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5f/Magpul_CTR_Icon.gif/revision/latest/scale-to-width-down/127?cb=20200407175024
802,,Fab Defence GLR-17 Stock for Glock and compatible,-33,+4,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e3/GLR-17_icon.png/revision/latest/scale-to-width-down/127?cb=20200203144513
803,,AT AICS polymer stock for M700,-34,+38,+6,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/bf/AT_AICS_Polymer_Stock_for_M700_stash.jpg/revision/latest/scale-to-width-down/253?cb=20191115073849
804,,HK End Cap Stock for MP5 Kurz,,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/af/HK_End_Cap_Stock_for_MP5_Kurz_icon.png/revision/latest/scale-to-width-down/64?cb=20200213222956
805,,Magpul PRS GEN3 stock,-34,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/81/PRSG3BLK_Icon.png/revision/latest/scale-to-width-down/127?cb=20191216172805
806,,Regular stock for B&T MP9,-18,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/eb/Regular_stock_for_B%26T_MP9_icon.png/revision/latest/scale-to-width-down/127?cb=20191230160220
807,,Regular VPO-215 stock,-40,+17,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/ca/Regular_VPO-215_stock_icon.png/revision/latest/scale-to-width-down/253?cb=20191230162211
808,,Orsis T-5000M Stock,-25,+11,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/86/Orsis_T-5000M_Stock_icon.png/revision/latest/scale-to-width-down/127?cb=20191230163307
809,,Orsis Aluminium body for T-5000,-2,+16,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/61/Orsis_Aluminium_body_for_T-5000_icon.png/revision/latest/scale-to-width-down/127?cb=20191230164003
810,,"Hexagon ""Kocherga"" stock red",-34,+12,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/78/Kochergaicon.png/revision/latest/scale-to-width-down/127?cb=20200316094422
811,,Polymer stock for M590A1,-33,+7,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/73/Polymer_stock_for_M590A1_icon.png/revision/latest/scale-to-width-down/127?cb=20200729131112
812,,SGA stock for M590,-42,+10,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/da/SGA_stock_for_M590_icon.png/revision/latest/scale-to-width-down/127?cb=20200729132204
813,,LEO stock adapter gen.1 for M590,-2,+10,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/ba/LEO_stock_adapter_gen.1_for_M590_icon.png/revision/latest/scale-to-width-down/64?cb=20200729125626
814,,Mesa Tactical Crosshair Hydraulic buffer tube,-5,-3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/8b/Mesa_Tactical_Crosshair_Hydraulic_buffer_tube_icon.png/revision/latest/scale-to-width-down/127?cb=20200729140505
815,,Wooden stock for KS-23,-34,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/1c/KS23WoodIcon.png/revision/latest/scale-to-width-down/127?cb=20201019175252
816,,Wired stock for KS-23M,-25,+11,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/eb/KS23M_steel_icon.png/revision/latest/scale-to-width-down/127?cb=20201019183218
817,,VPO-101 SVD style stock,-42,+21,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/79/SVDStyleStockIcon.png/revision/latest/scale-to-width-down/253?cb=20201019182824
818,,SIG Sauer telescoping MCX/MPX stock,-29,+10,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d8/MCX-MPX_Telescoping_stock_Icon.png/revision/latest/scale-to-width-down/127?cb=20201228212222
819,,SIG Sauer Thin lightweight MCX/MPX stock,-31,+5,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f2/Thin_Lightweight_MCX_Icon.png/revision/latest/scale-to-width-down/127?cb=20201227040648
820,,B5 Precision stock,-34,+1,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/bb/B5precisionicon.png/revision/latest/scale-to-width-down/127?cb=20210102073628
821,,KRISS Defiance DS150 stock,-32,+9,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/2e/Ds150_icon.png/revision/latest/scale-to-width-down/127?cb=20201226212858
822,,Polymer stock for UMP,-34,+2,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/42/Ump_stock_icon.png/revision/latest/scale-to-width-down/127?cb=20201224200508
823,,KRISSVector Gen.2 folding stock,-31,+7,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/68/Vector_stock_icon.png/revision/latest/scale-to-width-down/127?cb=20210107165616
